epoch,step,train_acc,train_f1,train_loss,train_precision,train_recall,val_acc,val_f1,val_loss,val_precision,val_recall
25,77,0.8055555820465088,0.8041958212852478,0.5392765402793884,0.8172839283943176,0.8465608358383179,,,,,
26,80,,,,,,0.6857143044471741,0.4036906361579895,0.7463719248771667,0.48383837938308716,0.354608952999115
26,80,0.8333333134651184,0.8105269074440002,0.5806825160980225,0.8257495760917664,0.8172839283943176,,,,,
27,83,,,,,,0.49142858386039734,0.3273608684539795,0.9880436658859253,0.5011721849441528,0.2707359194755554
27,83,0.8611111044883728,0.8530547618865967,0.5022795796394348,0.8666666746139526,0.8687831163406372,,,,,
28,86,,,,,,0.6114285588264465,0.3962021768093109,0.838422954082489,0.5004354119300842,0.35340261459350586
28,86,0.8055555820465088,0.7951738834381104,0.5275758504867554,0.7962962985038757,0.7987654209136963,,,,,
29,89,,,,,,0.5371428728103638,0.42703843116760254,0.8265899419784546,0.5401360988616943,0.418025940656662
29,89,0.8055555820465088,0.7779812812805176,0.5396047234535217,0.815696656703949,0.7848324775695801,,,,,
30,92,,,,,,0.6571428775787354,0.4259640872478485,0.6951159834861755,0.5003386735916138,0.39821067452430725
30,92,0.8333333134651184,0.8043774962425232,0.6324883699417114,0.8205760717391968,0.8415637612342834,,,,,
31,95,,,,,,0.3942857086658478,0.2425864338874817,1.8014458417892456,0.3287792205810547,0.2156883031129837
31,95,0.8611111044883728,0.8236956596374512,0.5288351774215698,0.8380952477455139,0.8370370268821716,,,,,
32,98,,,,,,0.38285714387893677,0.2382137030363083,1.3465275764465332,0.3214966058731079,0.20664934813976288
32,98,0.8055555820465088,0.7613974809646606,0.6227023601531982,0.7629629969596863,0.770017683506012,,,,,
33,101,,,,,,0.6342856884002686,0.39432886242866516,0.7888913154602051,0.48403626680374146,0.34292638301849365
33,101,0.7222222089767456,0.6635183691978455,0.6390859484672546,0.7490299940109253,0.7072310447692871,,,,,
34,104,,,,,,0.47428572177886963,0.3182176947593689,1.2816956043243408,0.3821977972984314,0.3012698292732239
34,104,0.8333333134651184,0.8157981634140015,0.5123191475868225,0.8539682626724243,0.8278658986091614,,,,,
35,107,,,,,,0.4228571355342865,0.3762921094894409,1.1865466833114624,0.48380956053733826,0.3822222054004669
35,107,0.8055555820465088,0.7654641270637512,0.609582245349884,0.8477365970611572,0.8086419701576233,,,,,
36,110,,,,,,0.5542857050895691,0.4442983567714691,0.8685223460197449,0.5629932284355164,0.43008947372436523
36,110,0.8333333134651184,0.8151766657829285,0.5391095280647278,0.8492063283920288,0.8222222328186035,,,,,
37,113,,,,,,0.7485714554786682,0.4458980858325958,0.6435924172401428,0.49830687046051025,0.41562482714653015
37,113,0.8333333134651184,0.7995387315750122,0.48898035287857056,0.8738977313041687,0.8280423283576965,,,,,
38,116,,,,,,0.691428542137146,0.40777257084846497,0.6733548641204834,0.47315195202827454,0.37230589985847473
38,116,0.8055555820465088,0.783774197101593,0.5090521574020386,0.811992883682251,0.8209875822067261,,,,,
39,119,,,,,,0.6342856884002686,0.48616480827331543,0.83409583568573,0.5955646634101868,0.46475616097450256
39,119,0.8888888955116272,0.8637362718582153,0.43638521432876587,0.8738977313041687,0.8835978507995605,,,,,
40,122,,,,,,0.6857143044471741,0.45186561346054077,0.707822322845459,0.5532682538032532,0.42913129925727844
40,122,0.9166666865348816,0.8800705671310425,0.42787405848503113,0.9074074625968933,0.8888888359069824,,,,,
41,125,,,,,,0.7200000286102295,0.4009799063205719,0.7322355508804321,0.4606349468231201,0.36197400093078613
41,125,0.8611111044883728,0.8543210029602051,0.4299190938472748,0.90123450756073,0.8666666746139526,,,,,
42,128,,,,,,0.6228571534156799,0.36974334716796875,0.8239119052886963,0.45834922790527344,0.3227359354496002
42,128,0.8611111044883728,0.8345555067062378,0.4185037314891815,0.8492063283920288,0.8624338507652283,,,,,
43,131,,,,,,0.7142857313156128,0.3874158263206482,0.6714413166046143,0.45844152569770813,0.34603750705718994
43,131,0.8611111044883728,0.8098666071891785,0.4295646846294403,0.8740740418434143,0.8148148059844971,,,,,
44,134,,,,,,0.7314285635948181,0.4333743751049042,0.633338451385498,0.49272727966308594,0.40136221051216125
44,134,0.8888888955116272,0.8701940178871155,0.405337929725647,0.9135802388191223,0.8765432238578796,,,,,
45,137,,,,,,0.6971428394317627,0.37434348464012146,0.717551589012146,0.45506712794303894,0.3302280008792877
45,137,0.9166666865348816,0.9084693193435669,0.3731430470943451,0.9294533133506775,0.9160493016242981,,,,,
46,140,,,,,,0.7085714340209961,0.3680623173713684,0.7038125991821289,0.43327558040618896,0.32654544711112976
46,140,0.9166666865348816,0.8961038589477539,0.3631764054298401,0.9111111164093018,0.9365079402923584,,,,,
47,143,,,,,,0.7085714340209961,0.40962108969688416,0.6122168302536011,0.46599242091178894,0.3806869089603424
47,143,0.9166666865348816,0.8915824890136719,0.3566121459007263,0.90123450756073,0.8888888955116272,,,,,
48,146,,,,,,0.47999998927116394,0.4095691740512848,1.031619906425476,0.5680726170539856,0.40393075346946716
48,146,0.9166666865348816,0.90123450756073,0.4078967571258545,0.9021163582801819,0.920634925365448,,,,,
49,149,,,,,,0.7771428823471069,0.41258493065834045,0.5751441121101379,0.4591231942176819,0.3809581696987152
49,149,0.8333333134651184,0.8186307549476624,0.4424208998680115,0.8827160596847534,0.8412697911262512,,,,,
50,152,,,,,,0.6742857098579407,0.3632645010948181,0.7238389849662781,0.439724862575531,0.31632325053215027
50,152,0.8888888955116272,0.8911853432655334,0.367617130279541,0.9074073433876038,0.9109347462654114,,,,,
51,155,,,,,,0.6971428394317627,0.4214918315410614,0.7080340385437012,0.5119560360908508,0.3811890482902527
51,155,0.8888888955116272,0.8800705671310425,0.34320586919784546,0.8888888955116272,0.9037036895751953,,,,,
52,158,,,,,,0.7371428608894348,0.40767180919647217,0.659045934677124,0.49062272906303406,0.3664184510707855
52,158,0.9166666865348816,0.9191651940345764,0.38452261686325073,0.9374485015869141,0.920634925365448,,,,,
53,161,,,,,,0.6857143044471741,0.40812647342681885,0.6886301040649414,0.4898412525653839,0.3557748794555664
53,161,0.9166666865348816,0.9128838777542114,0.34755098819732666,0.9294533133506775,0.9209876656532288,,,,,
54,164,,,,,,0.6514285802841187,0.3741009533405304,0.7384688854217529,0.4491579830646515,0.3273073434829712
54,164,0.9166666865348816,0.9187428951263428,0.3117729425430298,0.9329806566238403,0.9259259104728699,,,,,
