FCN,MultiROCKET,DefFCN,InceptionTime,ResNet,Inception
0.997333333333333,1.0,0.9880000114440918,0.9866666666666668,0.9800000190734864,0.98
0.991772151898734,1.0,0.9936709046363831,0.9841772151898734,0.5284810066223145,0.9778481012658228
0.99620253164557,1.0,0.9879746913909913,0.9936708860759492,0.5284810066223145,0.9841772151898734
0.987936507936508,1.0,1.0,0.961904761904762,1.0,0.9523809523809524
0.714285714285714,0.723809523809524,0.7028571605682373,0.8285714285714286,0.6761904954910278,0.7904761904761904
0.811351351351351,0.951351351351351,0.8762162208557129,0.945945945945946,0.8999999761581421,0.927027027027027
0.474025974025974,0.542207792207792,0.49675323963165285,0.4967532467532468,0.4740259647369385,0.4577922077922078
0.65,0.6875,0.6,0.703125,0.515625,0.640625
0.981512605042017,0.991596638655462,0.9596638679504395,0.9159663865546218,0.9327731132507324,0.8991596638655462
0.323272727272727,0.470909090909091,0.42909090518951415,0.3345454545454545,0.4036363661289215,0.289090909090909
0.998393574297189,1.0,1.0,1.0,1.0,0.9919678714859438
0.29718875502008,1.0,0.8650602340698242,0.963855421686747,0.0,0.9558232931726908
0.392525252525252,0.672727272727273,0.40808081030845644,0.6292929292929293,0.4984848499298095,0.6136363636363636
0.96268221574344,0.967930029154519,0.9638484001159668,0.9650145772594751,0.9620991349220276,0.9601554907677357
0.899733333333333,0.882666666666667,0.8911999940872193,0.8986666666666666,0.8826666474342346,0.888
0.734426229508197,0.672131147540984,0.7540983438491822,0.8360655737704918,0.7377049326896667,0.819672131147541
0.827397260273973,0.849315068493151,0.7589040994644165,0.8082191780821918,0.8219178318977356,0.7534246575342466
0.970319829424307,0.927078891257996,0.9678464889526367,0.9257995735607676,0.9535181522369384,0.873773987206823
0.783333333333333,0.916666666666667,0.9466666579246521,0.95,0.949999988079071,0.9166666666666666
0.782631578947368,0.807894736842105,0.7607894778251648,0.7855263157894737,0.7592105269432068,0.7657894736842106
0.535064935064935,0.636363636363636,0.5454545497894288,0.5324675324675324,0.5129870176315308,0.4935064935064935
0.791752577319588,0.859106529209622,0.7793814539909363,0.8591065292096219,0.7938144207000732,0.8213058419243986
0.5,0.538961038961039,0.5025974035263061,0.525974025974026,0.4545454680919647,0.4935064935064935
0.957938144329897,0.979381443298969,0.9683298945426941,0.9468041237113402,0.9632989764213562,0.9323711340206186
0.894268041237113,0.961649484536082,0.8983092784881592,0.862680412371134,0.8948453664779663,0.8556701030927835
0.934345047923323,0.941693290734824,0.9273162841796875,0.9057507987220448,0.884984016418457,0.8913738019169329
0.953791348600509,0.958778625954198,0.9523664116859436,0.924173027989822,0.9353689551353456,0.916030534351145
0.952773536895674,0.968447837150127,0.9461577534675598,0.9287531806615776,0.9394401907920836,0.9155216284987278
0.967768595041322,0.954545454545455,0.9842975258827209,0.8305785123966942,0.971074402332306,0.8181818181818182
0.506666666666667,0.966666666666667,0.8199999928474426,0.7666666666666667,0.8666666746139526,0.7333333333333333
0.821678321678322,0.834498834498834,0.8055944085121155,0.8473193473193473,0.8181818127632141,0.8286713286713286
0.32542194092827,0.347573839662447,0.3402953565120697,0.3080168776371308,0.3111814260482788,0.2953586497890295
0.192307692307692,0.596153846153846,0.7134615302085876,0.2932692307692308,0.1490384638309478,0.2163461538461538
0.9875,0.951923076923077,0.9894230723381042,0.9759615384615384,0.5192307829856873,0.9615384615384616
0.803846153846154,0.870192307692308,0.12788461595773692,0.7884615384615384,0.1201923042535781,0.7548076923076923
1.0,1.0,1.0,1.0,1.0,0.9904761904761904
0.872222222222222,0.994444444444444,0.9111111164093018,0.9333333333333332,0.8833333253860474,0.9277777777777778
0.830243902439024,0.853658536585366,0.8468292713165283,0.8634146341463415,0.8243902325630188,0.8146341463414634
0.898969072164948,0.917525773195876,0.9058419227600097,0.8900343642611683,0.900343656539917,0.8831615120274914
0.769756097560976,0.819512195121951,0.766829252243042,0.8048780487804879,0.7658536434173584,0.7804878048780488
0.5104,0.528,0.48640000224113467,0.4773333333333333,0.4906666576862335,0.4453333333333333
0.632,0.86,0.6560000061988831,0.6,0.4000000059604645,0.56
0.620266666666667,0.56,0.5952000021934509,0.5786666666666667,0.6159999966621399,0.56
0.831333333333333,0.951666666666667,0.8203333377838135,0.8833333333333333,0.7400000095367432,0.8266666666666667
0.478222222222222,0.768888888888889,0.5164444446563721,0.5777777777777777,0.3799999952316284,0.5155555555555555
0.741777777777778,0.917777777777778,0.7368888854980469,0.8711111111111111,0.4377777874469757,0.8466666666666667
0.747777777777778,1.0,1.0,1.0,0.9833333492279052,0.9944444444444444
0.892333333333333,0.921666666666667,0.8993333101272583,0.8883333333333333,0.9049999713897704,0.8716666666666667
0.776,0.821333333333333,0.7765333414077759,0.8106666666666666,0.7599999904632568,0.7653333333333333
0.969333333333333,0.98,0.9933333396911621,0.98,0.9733333587646484,0.9733333333333334
0.965058236272879,0.886855241264559,0.9733776807785034,0.9500831946755408,0.9500831961631776,0.9201331114808652
0.977334732423924,0.940188877229801,0.977334725856781,0.9286463798530956,0.961175262928009,0.919202518363064
0.966270033997086,0.981665857212239,0.9607576608657837,0.9683098591549296,0.9731665849685668,0.9647887323943662
0.96972972972973,0.981081081081081,0.9778378486633301,0.9783783783783784,0.9783783555030824,0.9702702702702702
0.96704,0.9792,0.9667199969291687,0.9584,0.9535999894142152,0.944
0.964422110552764,0.982914572864322,0.9650251269340515,0.9507537688442212,0.8804020285606384,0.943718592964824
0.987333333333333,0.993333333333333,0.996666669845581,0.9933333333333332,0.9900000095367432,0.99
0.959649122807017,0.956140350877193,0.9701754450798035,0.956140350877193,0.9429824352264404,0.9429824561403508
0.887692307692308,0.907692307692308,0.8953846096992493,0.946153846153846,0.8692307472229004,0.9307692307692308
1.0,1.0,1.0,1.0,1.0,1.0
0.99964881474978,0.998244073748903,0.9994732141494751,0.990342405618964,0.998244047164917,0.9868305531167691
0.86945,1.0,0.9134999990463257,1.0,1.0,0.99975
0.986111111111111,0.993055555555556,0.9930555820465088,0.9930555555555556,0.9930555820465088,0.9791666666666666
0.814461194863205,0.979899497487437,0.826856505870819,0.8997766610831938,0.8464545011520386,0.8914014517029593
0.750753768844221,0.869625907314349,0.762869906425476,0.7892238972640983,0.7772194147109985,0.7841987716359575
0.643439419318816,0.797319932998325,0.6419318795204163,0.7345058626465661,0.6630374193191528,0.7236180904522613
0.726465661641541,0.815466219988833,0.7433835864067078,0.7459519821328866,0.7585148215293884,0.7353433835845896
0.997242050616483,0.999513303049968,0.9977936387062073,0.9964308890330954,0.9969176054000854,0.995619727449708
0.625925925925926,0.888888888888889,0.7370370388031006,0.7407407407407407,0.5,0.6481481481481481
0.564263322884013,0.775862068965517,0.5689655303955078,0.6677115987460815,0.6144200563430786,0.6442006269592476
0.776623376623377,0.753246753246753,0.7714285492897034,0.8051948051948052,0.7532467246055603,0.7792207792207793
0.732467532467533,0.792207792207792,0.7480519533157348,0.8441558441558441,0.7272727489471436,0.7532467532467533
0.8424,0.919,0.8170000076293945,0.8513333333333334,0.8429999947547913,0.8143333333333334
