model,dataset,exp,acc,f1,recall,precision,time
fcn,ArrowHead,0,0.8628571629524231,0.848048985004425,0.8744670748710632,0.856217622756958,13.566248416900635
fcn,BeetleFly,0,0.8999999761581421,0.8948448300361633,0.9095237851142883,0.9100000262260437,11.03069543838501
fcn,Car,0,0.9166666865348816,0.9141310453414917,0.9182539582252502,0.9266666173934937,30.573381900787354
fcn,Earthquakes,0,0.6906474828720093,0.5902417898178101,0.6124721765518188,0.5887723565101624,145.07026839256287
fcn,FaceAll,0,0.9325443506240845,0.9080449938774109,0.9148913621902466,0.9194085001945496,116.82742881774902
fcn,FordB,0,0.7765432000160217,0.7582119703292847,0.7733171582221985,0.7719601392745972,1534.9674127101898
fcn,Ham,0,0.6857143044471741,0.6721819639205933,0.686126172542572,0.7065728306770325,42.99092197418213
fcn,InlineSkate,0,0.4272727370262146,0.3556852340698242,0.38690000772476196,0.3913815915584564,125.14116954803467
fcn,InsectWingbeatSound,0,0.39242425560951233,0.31491777300834656,0.3425023853778839,0.3397964835166931,62.138033866882324
fcn,Lightning7,0,0.7945205569267273,0.7347558736801147,0.7617743611335754,0.7881568670272827,24.251837253570557
fcn,MoteStrain,0,0.9241213798522949,0.9188410639762878,0.9232110381126404,0.9240117073059082,7.195994853973389
fcn,NonInvasiveFetalECGThorax2,0,0.9491094350814819,0.9129461646080017,0.9152571558952332,0.914953351020813,1065.1733312606812
fcn,OliveOil,0,0.46666666865348816,0.27513229846954346,0.3444444537162781,0.4084656536579132,16.29115629196167
fcn,ProximalPhalanxTW,0,0.7756097316741943,0.5840649008750916,0.6035540103912354,0.5852744579315186,71.83269810676575
fcn,TwoPatterns,0,0.8712499737739563,0.8522520065307617,0.8672213554382324,0.866005003452301,207.2135772705078
fcn,Wine,0,0.6111111044883728,0.5470779538154602,0.5938271284103394,0.6103920936584473,15.79340124130249
fcn,WordSynonyms,0,0.5564263463020325,0.36302322149276733,0.38462406396865845,0.37208354473114014,80.82964825630188
fcn,Yoga,0,0.5876666903495789,0.513262152671814,0.6109306216239929,0.6918815970420837,116.3881425857544
fcn,EOGVerticalSignal,0,0.3922652006149292,0.3013216555118561,0.3472142815589905,0.3202267587184906,344.3226685523987
fcn,FreezerSmallTrain,0,0.8147368431091309,0.8034979104995728,0.8141278624534607,0.8157798647880554,10.62045431137085
fcn,GunPointOldVersusYoung,0,1.0,1.0,1.0,1.0,31.630343914031982
