model,dataset,exp,acc,f1,recall,precision,time
inceptiontime,ACSF1,0,0.89,0.8891840602824586,0.89,0.9002564102564105,414.44339776039124
inceptiontime,ACSF1,1,0.88,0.8767888157967576,0.8800000000000001,0.8913028638028638,412.1784703731537
inceptiontime,ACSF1,2,0.89,0.8869967738846457,0.89,0.895963480963481,413.80477142333984
inceptiontime,ACSF1,3,0.88,0.8775148510274369,0.8800000000000001,0.8982905982905984,415.50038957595825
inceptiontime,ACSF1,4,0.91,0.9091615402141716,0.9100000000000001,0.9142424242424243,408.99507570266724
inceptiontime,Adiac,0,0.7774936061381074,0.7666715692728616,0.7868403743403742,0.7853576934459288,889.2024841308594
inceptiontime,Adiac,1,0.7468030690537084,0.735317644527646,0.7550571800571799,0.7581510824544881,893.4183428287506
inceptiontime,Adiac,2,0.782608695652174,0.7719963349371749,0.7896553146553145,0.8007341642403563,887.8128793239594
inceptiontime,Adiac,3,0.7749360613810742,0.7659010684416488,0.7824425574425574,0.7846592478171427,890.3249406814575
inceptiontime,Adiac,4,0.7672634271099744,0.7536516994223744,0.7702203202203203,0.781997056997057,893.070873260498
inceptiontime,ArrowHead,0,0.7714285714285715,0.7714812849091414,0.7834290401968828,0.7772675086107922,129.73642826080322
inceptiontime,ArrowHead,1,0.7657142857142857,0.7662430261360743,0.7771397320207821,0.7722467590888643,133.16241145133972
inceptiontime,ArrowHead,2,0.8228571428571428,0.8212594118844119,0.8283656913681524,0.8226722077357671,133.24456453323364
inceptiontime,ArrowHead,3,0.8171428571428572,0.8160510785510785,0.8235347734937563,0.8170224902216429,132.59727835655212
inceptiontime,ArrowHead,4,0.8228571428571428,0.8220044440948264,0.829824081669857,0.8226600985221674,133.19615745544434
inceptiontime,Beef,0,0.7,0.6814285714285714,0.7,0.72,89.5970470905304
inceptiontime,Beef,1,0.7,0.6887878787878787,0.7,0.7911111111111111,90.80763697624207
inceptiontime,Beef,2,0.7666666666666667,0.7614652014652015,0.7666666666666667,0.8178571428571428,91.19025468826294
inceptiontime,Beef,3,0.8,0.7914285714285714,0.8,0.85,90.11802744865417
