model,dataset,exp,acc,f1,recall,precision,time
inceptiontime,ArrowHead,0,0.8457142857142858,0.8461725963636487,0.8549813143742595,0.8449083420818865,574.0089092254639
inceptiontime,ArrowHead,1,0.8114285714285714,0.811508436747096,0.8187038556193601,0.8112321032466223,562.1686568260193
inceptiontime,ArrowHead,2,0.8285714285714286,0.8279068294258872,0.834654999544253,0.8282819116757411,562.7213404178619
inceptiontime,ArrowHead,3,0.8514285714285714,0.8506661243615735,0.8598122322486556,0.8520335985853228,563.4253067970276
inceptiontime,ArrowHead,4,0.8285714285714286,0.827024827024827,0.8317382189408441,0.8262783433108524,564.9411945343018
inceptiontime,BeetleFly,0,0.9,0.898989898989899,0.9,0.9166666666666667,238.25094723701477
inceptiontime,BeetleFly,1,0.9,0.898989898989899,0.9,0.9166666666666667,235.7769374847412
inceptiontime,BeetleFly,2,0.9,0.898989898989899,0.9,0.9166666666666667,235.91427493095398
inceptiontime,BeetleFly,3,0.9,0.898989898989899,0.9,0.9166666666666667,234.01985120773315
inceptiontime,BeetleFly,4,0.9,0.898989898989899,0.9,0.9166666666666667,239.0573308467865
inceptiontime,Car,0,0.85,0.8487985546522133,0.841816078658184,0.8598484848484848,398.6756935119629
inceptiontime,Car,1,0.7833333333333333,0.778415159345392,0.7676402544823598,0.8020833333333334,396.9554395675659
inceptiontime,Car,2,0.7833333333333333,0.7795663956639566,0.7737131289762869,0.7891899766899767,394.69025897979736
inceptiontime,Car,3,0.8,0.7911255411255411,0.7901966454598034,0.8048654244306418,392.8962061405182
inceptiontime,Car,4,0.8333333333333334,0.8353276353276354,0.8286581839213418,0.8443223443223443,390.8680567741394
